date,label,category,title,mksa,content,harga yang dicari
2/4/2022,up,Finansial,"PPN Naik Jadi 11 Persen, Harga Mie Instan Dan Minyak Goreng Juga Ikut Naik","Intinya… kenaikan tarif PPN menjadi 11 persen dirasakan oleh Staf Ahli Menteri Keuangan (Menkeu), Yustinus Prastowo saat berbelanja mie instan di swalayan ternyata naik sekitar Rp. 25. Kenaikan PPN juga mempengaruhi harga minyak goreng di ritel-ritel.","Pemerintah resmi menaikkan tarif Pajak Pertambahan Nilai (PPN) sebesar 1 persen, naik dari 10 persen menjadi 11 persen mulai pada hari Jumat, 1 April 2022. Kenaikan PPN ini berdampak pada sejumlah komoditas, seperti kenaikan harga mie instan dan minyak goreng. Kenaikan tersebut dirasakan oleh Staf Ahli Menteri Keuangan (Menkeu), Yustinus Prastowo saat berbelanja ke swalayan bahwa harga mie instan yang dibelinya naik tipis, sekitar Rp 25. ""Saya tadi beli mie instan. Ternyata ketika kita cek dalam satu bungkus PPN naik Rp 25, kalau (untuk mie instan) yang dinaikkan. Ini asumsinya naik, saya hitung Rp 25 perak pada 1 April dibanding 31 Maret,"" kata Yustinus dalam media briefing di Pulau Dua Restaurant, Jakarta Pusat, Jumat (1/4/2022). Selain mie instan, minyak goreng juga ikut naik akibat dari pengenaan tarif PPN 11 persen. Kenaikan PPN juga mempengaruhi harga minyak goreng kemasan di ritel-ritel. Sementara minyak goreng yang tersedia di toko-toko kelontong, PPN sudah dipungut saat berbelanja di distributor. ""Kalau minyak kemasan memang sudah dari dulu kena (PPN) jadi ya ada penyesuaian harga,"" bebernya. Barang/jasa tetap tidak kena PPN. Selain barang/jasa yang diberikan fasilitas bebas PPN, pemerintah juga menetapkan batang/jasa yang tetap dibebaskan dari PPN seperti. Barang yang merupakan objek pajak daerah: makanan dan minuman yang disajikan di hotel, restoran, rumah makan, warung, dan sejenisnya; Jasa yang merupakan objek pajak daerah: jasa penyediaan tempat parkir, jasa kesenian dan hiburan, jasa perhotelan, dan jasa boga atau catering; Uang, emas batangan untuk kepentingan cadangan devisa negara, dan surat berharga;",bahan pokok ?
2/4/2022,down,Finansial,ARA ARA beruntun saham WOMF…,Intinya… PT Wahana Ottomitra Multiartha Tbk (WOMF) menyentuh ARA dua hari berturut-turut dan menjadi top gainers pada perdagangan Kamis (31/3/22) serta efek dari pengumuman kembalinya keluarga Thohir di WOM Finance.,"PT Wahana Ottomitra Multiartha Tbk. (WOMF) sebuah perusahaan pembiayaan yang memimpin top gainers pada perdagangan kamis (31/3/22). Saham emiten ini melesat 78 poin ke level Rp 390 atau berkisar 25 persen. Kenaikan tersebut membuat saham WOMF auto reject atas (ARA) perdagangan kamis. Sebelumnya yaitu hari Rabu (30/2/22) juga menyentuh ARA ke level Rp312 atau naik 24,80 persen. Kembalinya keluarga Thohir di WOM Finance menjadi sinyal penguatan yang menyebabkan saham WOMF mencuat setelah pengumuman tersebut. WOM Finance setelah belasan tahun akhirnya Wahana Artha Group kembali menjadi pengendali yang sebelumnya WOMF dikendalikan oleh PT Bank Maybank Indonesia Tbk (BNII). Berdasarkan informasi WOM Finance di BEI 29 Maret 2022, pada Februari 2022 Wahana Artha Group melalui PT Wahana Makmur Sejati telah lolos dalam penilaian dan kepatutan dari Otoritas Jasa Keuangan (OJK) dan pada Maret 2022 juga telah mendapatkan restu dari RUPST. Dengan begitu kepemilikan 25,01 persen WOMF oleh Wahana Makmur Sejati menjadikannya sebagai pemegang saham pengendali, mendampingi Bank Maybank dengan ke[emilikan mayoritas 67,49 persen dan masyarakat 7,5 persen. FYI… Wahana Makmur Sejati merupakan dealer resmi sepeda motor Honda sejak 1972. Melalui restu PT Astra Honda Motor (AHM), perusahaan ini membawahi 114 dealer dan 315 bengkel Astra Honda Authorized Service (AHASS). Wahana Artha Group berafiliasi dengan kelaurga besar Thohir yang dimana almarhum Teddy Thohir tercatat sebagai founder dan Garibaldi Thohir menjadi Presiden Komisaris Wahana Artha Group serta tercatat sebagai Komisaris WOM Finance.",PT Wahana Ottomitra Multiartha Tbk. (WOMF)
3/4/2022,down,Finansial,"Banjir Dividen, Bikin Cuan di Bulan April","Intinya… Momen pembagian dividen 2022 yang ditunggu-tunggu oleh sebagian investor saham jatuh pada bulan April dengan banyaknya saham yang akan membagikan dividen pada bulan ini. Beberapa saham diantaranya Adira Dinamika Multi Finance (ADMF), dan Wahana Ottomitra Multiartha (WOMF), Sido Muncul (SIDO), Garuda Food (GOOD), Eastparc Hotel (EAST), Bank Danamon Indonesia (BDMN), dan Fajar Surya Wisesa (FASW)","Pembagian dividen merupakan momen yang ditunggu-tunggu setiap tahun bagi sebagian investor saham. Bulan April 2022 akan ada banjir dividen dari beberapa saham diantaranya Adira Dinamika Multi Finance (ADMF), dan Wahana Ottomitra Multiartha (WOMF). Selain itu juga ada Sido Muncul (SIDO), Garuda Food (GOOD), Eastparc Hotel (EAST), Bank Danamon Indonesia (BDMN), dan Fajar Surya Wisesa (FASW). 1. SIDO Dalam RUPST, para pemegang saham SIDO menyetujui pembagian dividen dari 90 persen dari laba bersih tahun buku 2021 sebesar Rp 1,26 triliun. Laba SIDO sepanjang tahun 2021 tumbuh sekitar 35 persen dibandingkan tahun sebelumnya Rp 934,01 miliar. Adapun 90 persen dari laba bersih tahun 2021, adalah sebesar Rp 1,14 triliun atau setara Rp 38 per saham. Rinciannya, Rp 15,3 per atau senilai Rp 455,48 sudah dibagikan pada Agustus 2021, sisanya Rp 22,7 per saham atau Rp 681 miliar akan dibagikan sesuai jadwal dividen final. 2. ADMF Sepanjang 2021, ADMF menorehkan laba bersih senilai Rp 1,2 triliun, dan akan membagikan dividennya sebesar 50 persen sesuai dengan persetujuan para pemegang saham dalam Rapat Umum Pemegang Saham Tahunan (RUPST) yakni sebesar Rp 607 miliar yang setara dengan Rp 607 per saham. 3. WOMF Rp 33,18 miliar merupakan nilai yang telah disepakati oleh para pemegang saham WOMF dan berencana membagikan dividen tahun buku 2021 sebesar Rp 9,5 per saham. WOMF sepakat untuk membagikan dividen setara dengan 30 persen laba bersih perseroan tahun buku 2021 yakni sebesar Rp 110,61 miliar. 4. BDMN BDMN akan membagikan dividen senilai Rp 56,33 per saham atau senilai Rp 550,59 miliar. Dalam RUPST, para pemegang saham BDMN sepakat untuk membagikan dividen sebesar 35 persen dari laba bersih tahun 2021, sebesar Rp 1,57 triliun. Laba bersih BDMN tahun 2021 naik 56,12 persen dibanding periode sebelumnya Rp 1,01 triliun. 5. EAST EAST akan membagikan dividen senilai Rp 5,48 miliar atau sebesar Rp 1,33 per saham dari laba bersih tahun buku 2021 menurut RUPST Adapun laba bersih yang diatribusikan kepada entitas induk ditetapkan Rp 12,14 miliar, saldo laba ditahan yang tidak dibatasi penggunaanya Rp 5,59 miliar, dan total ekuitas Rp 245,55 miliar. 6. FASW Rp 294,86 miliar merupakan nilai yang telah disepakati oleh para pemegang saham FASW dan berencana akan membagikan dividen tunai senilai Rp 119 per saham. Dalam RUPST, para pemegang saham menyetujui pembagian dividen sebesar 47,95 persen dari laba bersih 2021 senilai Rp 614,92 miliar.","Adira Dinamika Multi Finance (ADMF), dan Wahana Ottomitra Multiartha (WOMF), Sido Muncul (SIDO), Garuda Food (GOOD), Eastparc Hotel (EAST), Bank Danamon Indonesia (BDMN), dan Fajar Surya Wisesa (FASW)"
5/4/2022,down,Finansial,Gubernur Bank Sentral Sri Lanka mengundurkan diri,Intinya… Gubernur Bank Sentral Sri Lanka mengundurkan diri menyusul 26 menteri di kabinet yang telah mengundurkan diri sebelumnya.,"Ajith Nivard Cabraal selaku Gubernur Bank Sentral Sri Lanka mengajukan pengunduran diri dari pemerintahan menyusul seluruh menteri kabinet yang mengundurkan diri yang disampaikan pada Senin 4 April 2022 dikutip dari Reuters. Pada akun twitternya juga secara terpisah ia menyatakan telah mengajukan pengunduran diri langsung ke Presiden Sri Lanka Gotabaya Rajapaksa. Mengutip dari CNN Indonesia ""Dalam konteks pengunduran diri seluruh menteri kabinet, saya hari ini mengajukan pengunduran diri saya sebagai gubernur @CBSL kepada beliau Presiden Gotabaya Rajapaksa. @GotabayaR #SriLanka #GoSL,"" cuitnya. Kata menteri pendidikan Dinesh Gunawardena pada pertemuan larut malam 26 menteri di kabinet menyerahkan surat pengunduran diri. Seluruh kabinet Sri Lanka mengundurkan diri dan hanya Presiden Gotabaya Rajapaksa dan kakak laki-lakinya, Mahinda Rajapaksa selaku Perdana Menteri yang tidak mengundurkan diri. Kericuhan di ibu kota Sri Lanka terjadi karena dipicu oleh krisis ekonomi yang sedang dihadapinya. Sejak merdeka dari Inggris pada 1948, Sri Lanka menghadapi kekurangan makanan, bahan bakar, dan kebutuhan pokok lainnya. Hal ini membuka jalan bagi presiden menunjuk kabinet baru pada senin dan beberapa yang mengundurkan diri akan diangkat kembali. Kekosongan yang terjadi disaat keadaan darurat yang diberlakukan setelah rumah presiden yang berlokasi di ibu kota Kolombo perusahaan diserbu oleh kerumunan, dan pada Senin pagi jam malam nasional akan berakhir",
8/4/2022,down,Finansial,Top up dompet digital kena PPN 11 persen,Intinya… Layanan jasa pembayaran uang elektronik atau dompet digital resmi dikenakan pajak pertambahan nilai (PPN).,"Berlaku mulai 1 Mei 2022 Jasa penyelenggara teknologi finansial seperti jasa pembayaran uang elektronik atau dompet digital resmi dikenakan pajak pertambahan nilai (PPN). Hal ini tertuang pada Peraturan Menteri Keuangan Nomor 69 Tahun 2022 tentang pajak penghasilan dan pajak pertambahan nilai atas penyelenggaraan teknologi finansial. PPN yang akan dikenakan pada dompet digital hanya berlaku untuk biaya jasa top up atau isi ulang saja begitu kata Kasubdit Peraturan PPN, Perdagangan, Jasa dan PTLL DJP Bonarsius Sipayung. Mengutip dari Republika ""Misal, saat Anda mengisi e-money sebesar Rp 1 juta, biaya administrasi yang dikenakan sebesar Rp 1.500. Maka, PPN yang dikenakan adalah 11 persen dari Rp 1.500, bukan Rp 1 juta,"" ujar Bonar saat konferensi pers virtual, Rabu (6/4/2022). Seperti contoh yang diberikan oleh Bonar, jika melakukan transfer uang secara digital dengan biaya administrasi sebesar Rp 6.500. Maka, yang dikenakan PPN 11 persen sebesar Rp 715 per transaksi. ""Jadi bukan nilai top up, tapi jasa yang dipakai tadi yang fasilitasi oleh fasilitator. Jadi atas fee (komisi), bukan top up sejuta kena (PPN) Rp 1 juta, enak benar uang saya hilang dong,"" ujarnya. Adapun penyelenggara fintech yang dikenakan PPN antara lain jasa pembayaran, penyelenggara penyelesaian transaksi (Settlement) investasi, dan penyelenggara penghimpunan modal atau crowdfunding. Kemudian pada pasal 7 (2) layanan uang elektronik berupa pengisian ulang, tarik tunai melalui pihak lain yang bekerja sama dengan penyelenggara dompet elektronik atau menggunakan Channel lain, pembayaran transaksi, pembayaran tagihan, transfer dana dan atau layanan paylater. Menurut Bonar sendiri PMK ini diterbitkan agar menyamanakn perlakuan pemerintah terhadap transaksi keuangan digital dan konvensional yang sebelumnya telah dikenai pajak.",jasa pembayaran uang elektronik atau dompet digital ?
9/4/2022,up,Finansial,IHSG tembus rekor lagi!,"Intinya… IHSG kembali mencapai rekor tertinggi lagi pada perdagangan Jumat, (8/4/2022) pada level 7.210,84 atau naik 83,47 poin (1,17%). MDKA, INCO, dan UNTR menjadi Top Gainer LQ45, sementara itu BUKA, ICBP, dan CPIN menjadi Top Losers LQ45 pada perdagangan hari Jumat, (8/4/2022).","Indeks Harga Saham Gabungan (IHSG) kembali meraih rekor tertinggi dengan tembus pada level 7.210,84 atau naik 83,47 poin (1,17%) pada penutupan perdagangan Jumat, (8/4/2022). Rekor sebelumnya terjadi pada hari Rabu (5/4/2022), dengan level 7.146. Sementara itu, menurut data RTI pangsa pasar IHSG pun telah tembus 9.077.384. Dalam sepekan, IHSG tercatat menguat 1,87%. Investor asing memborong saham PT Telkom Indonesia Tbk. (TLKM) dengan net buy Rp290,7 miliar dan disusul PT Bank Rakyat Indonesia Tbk. (BBRI) senilai Rp 178,2 miliar. Sementara itu, net sell terbesar pada saham PT Adaro Energy Tbk (ADRO) sebesar Rp 61,3 miliar; PT Sinar Mas Multiartha Tbk (SMMA) Rp 42,5 miliar dan PT Bumi Resources Tbk (BUMI) sebesar Rp 41,8 miliar. Total volume perdagangan saham di BEI hari Jumat mencapai 23,61 miliar dengan total nilai transaksi mencapai Rp 15,48 triliun. Ada 244 saham yang menguat, 253 saham yang melemah dan 193 saham yang stagnan. Top gainers LQ45 adalah: PT Merdeka Copper Gold Tbk (MDKA) 8,87% ke Rp 5.525 per saham PT Vale Indonesia Tbk (INCO) 5,57% ke Rp 7.575 per saham PT United Tractors Tbk (UNTR) 5,34% ke Rp 28.600 per saham Top Losers LQ45 adalah: PT Bukalapak.com Tbk (BUKA) 2,25% ke Rp 348 per saham PT Indofood CBP Sukses Makmur Tbk (ICBP) 1,65% ke Rp 7.450 per saham PT Charoen Pokphand Indonesia Tbk (CPIN) 0,90% ke Rp 5.500 per saham Beralih pada bursa asing, di mana mayoritas bursa saham Asia menguat. Tercatat, indeks Nikkei 225 (Jepang) naik 0,36 persen, indeks Hang Seng Composite (Hong Kong) naik 0,07 persen, dan indeks Kospi (Korea Selatan) naik 0,17 persen. Di Eropa, bursa saham juga perkasa sore ini. Terpantau, indeks FTSE 100 (Inggris) naik 1,09 persen, indeks CAC 40 (Perancis) naik 1,60 persen, dan indeks DAX (Jerman) naik 1,52 persen. Hal yang sama terjadi pada bursa saham Amerika, Indeks S&P 500 naik 0,43 persen, indeks NYSE menguat 0,27 persen, dan indeks NASDAQ naik 0,06 persen.","PT Telkom Indonesia Tbk. (TLKM), PT Bank Rakyat Indonesia Tbk. (BBRI), PT Adaro Energy Tbk (ADRO), PT Sinar Mas Multiartha Tbk (SMMA), PT Bumi Resources Tbk (BUMI), BEI, PT Merdeka Copper Gold Tbk (MDKA), PT Vale Indonesia Tbk (INCO), PT United Tractors Tbk (UNTR), PT Bukalapak.com Tbk (BUKA), PT Indofood CBP Sukses Makmur Tbk (ICBP), PT Charoen Pokphand Indonesia Tbk (CPIN)"
11/4/2022,down,Finansial,Potensi IHSG capai rekor kembali di 7300!,"Intinya… Dengan hadirnya emiten baru GOTO pada Senin, 11 April 2022 akan berpotensi kembali mengalami kenaikan pada pekan ini. Namun, para analis juga mengatakan bahwa pekan ini IHSG cenderung menguat terbatas dengan antisipasi aksi profit taking.","Indeks Harga Saham Gabungan (IHSG) akan berpotensi kembali mengalami kenaikan pada pekan ini, setelah pada pekan lalu tak terbendung mencapai rekor tertinggi atau all time high (ATH) berkali-kali. Peningkatan IHSG diprediksi berlanjut pekan depan seiring dengan masuknya PT GoTo Gojek Tokopedia Tbk. Liza Camelia, Senior Analyst Henan Putihrai Sekuritas, menjelaskan bahwa IHSG berpotensi naik ke level 7.300 di pekan ini seiring dengan hadirnya emiten baru raksasa teknologi GOTO yang listing di Bursa Efek Indonesia (BEI) pada Senin, 11 April 2022. Dengan harga perdana sebesar Rp 338 per saham, mencerminkan kapitalisasi pasar yang diprediksi Rp 400,3 triliun atau USD 28 miliar. ""IHSG bisa ke level 7.300 sangat mungkin dari kehadiran GOTO, belum ada ancaman tren naik ini akan berhenti, kita lihat nanti. Level 7.300 resisten jangka pendek saat ini, IHSG bergerak tertib 7.260 kemudian 7.300 dan kemudian menjadi perhitungan analis tahun lalu, bukan tak mungkin akan segera dicapai pekan depan,"" paparnya, Jumat (8/4/2022). Pendapat analis lainnya yaitu Analis Kiwoom Sekuritas Indonesia Abdul Azis Setyo Wibowo juga mengatakan hal yang sama bahwa pekan ini IHSG cenderung menguat terbatas dengan antisipasi aksi profit taking. Menurut dia, pasar juga akan mencermati data penjualan retail Indonesia dan inflasi Amerika Serikat. Head of Investment Reswara Gian Investa Kiswoyo Adi Joe menilai, pekan ini IHSG berpotensi untuk menguat. Namun, rawan aksi ambil untung (profit taking) lantaran IHSG sudah menguat sejak Juni 2021 tanpa ada koreksi yang cukup dalam. Pekan ini IHSG akan bergerak di area 7.000-7.300 dan masih bisa menguat, tetapi rentan aksi profit taking, papar Kiswoyo. Namun ada juga analis yang mengtakan hal berbeda seperti analis Artha Sekuritas Dennies Christoper Jordan memprediksi IHSG akan mengalami pelemahan pada Senin (11/4). Dia memperkirakan IHSG akan bergerak dalam rentang 7.101-7.233. Pada awal pekan investor akan lebih konservatif mengantisipasi rilis dari beberapa data ekonomi, tetapi rilis kinerja dan pembagian dividen masih akan mendorong IHSG, kata Dennies, Minggu (10/4). (isi berita)","PT GoTo Gojek Tokopedia Tbk, Bursa Efek Indonesia (BEI)"
11/4/2022,down,Finansial,Rusia berpotensi gagal bayar utang obligasi,"Intinya… S&P Global Ratings, lembaga pemeringkat dunia, memangkas peringkat utang valuta asing (valas) Rusia menjadi selective default (gagal bayar selektif).","Rusia membayar Obligasi berdenominasi dolar AS memakai mata uang rubel mengakibatkan peringkat utang valuta asing (valas) Russia dipangkas S&P Global Ratings, lembaga pemeringkat dunia menjadi selective default (gagal bayar selektif). Rusia dinilai S&P Minggu (10/4) memiliki peningkatan potensi tidak membayar utang obligasi kepada Investor. Oleh karena itu, default eksternal (gagal bayar obligasi eksternal) pertama dalam lebih dari satu abad berpotensi dihadapi oleh Rusia setelah membuat aturan menggunakan mata uang rubel untuk melakukan pembayaran obligasi internasional. Awal pekan ini Rusia membayar kupon dan pokok atas obligasi berdenominasi dolar AS dalam bentuk rubel, keputusan tersebut tetap dipahami dan dihormati oleh S&P. ""Saat ini kami tidak berharap bahwa investor akan dapat mengonversi pembayaran rubel tersebut menjadi dolar AS yang setara dengan jumlah yang seharusnya atau bahwa pemerintah akan mengubah pembayaran tersebut dalam masa tenggang 30 hari,"" ungkap S&P dikutip dari Reuters. Sejak 1917 Rusia tidak pernah mengalami gagal bayar utang luar negeri atau obligasi, tetapi sejak menginvasi Ukraina, potensi gagal bayar Rusia sangat tinggi. S&P memproyeksi sanksi lebih banyak dalam beberapa minggu kedepan dan jika benar, maka Rusia akan kesulitan dalam membayar utang obligasi kepada investor. Sementara, Kementerian Keuangan Rusia mengatakan mereka akan melakukan segala cara untuk membayar utang pokok dan bunga obligasi kepada investor.",
12/4/2022,down,Finansial,Hari perdana GOTO di bursa efek,"Intinya… Senin (11/04/2022) menjadi hari pertama GOTO melantai di BEI. Sempat naik hingga 23,8% dan masuk tiga besar dengan kapitalisasi pasar terbesar menyalip TLKM.","Harga saham GOTO di hari pertama melantai di bursa, Senin (11/04/2022) melonjak tinggi menyentuh Rp 416 atau naik 23,08% menurut data Bursa Efek Indonesia (BEI). PT GoTo Gojek Tokopedia Tbk (GOTO) mencatatkan nilai transaksi sebesar Rp 1,05 triliun dengan volume perdagangan 2,68 miliar saham. Untuk saat ini GOTO tercatat memiliki kapitalisasi pasar sebesar Rp 464,27 triliun berada di peringkat tiga besar di atas PT Telkom Indonesia Tbk (TLKM) yang memiliki kapitalisasi pasar sebesar Rp 454,70 triliun. FYI, GOTO menjadi emiten ke-15 yang tercatat pada papan utama BEI pada tahun ini. Berdasarkan keterbukaan informasi di BEI dikutip Minggu (10/4/2022), total jumlah saham yang dicatatkan sebanyak 1.184.363.929.502 saham. Jumlah saham itu terdiri dari 1.082.912.477.886 saham pendiri Seri A, 10.264.665.616 saham treasuri seri A, 50.571.730.000 saham pendiri Seri B, dan 40.615.056.000 saham Penawaran umum kepada masyarakat - Seri A. Saham free float per tanggal 11 April 2022 adalah sebanyak 781.657.936.056 saham atau 66%, terdiri dari jumlah saham yang di-lock up selama 8 bulan sebanyak 741.042.880.056 saham (62,57%) dan jumlah saham yang tidak di-lock up sebanyak 40.615.056.000 saham (3,43%). Dana hasil IPO akan digunakan oleh GOTO untuk memperkuat modal kerja serta meningkatkan penyertaan ke anak perusahaan. Hal ini dijelaskan GOTO pada prospektus yang diterbitkan pada Selasa (15/03/2022). Mengutip dari CNBC Indonesia ""Emiten dan Perusahaan Anak akan menggunakan modal kerja tersebut untuk mendukung strategi perkembangan Perusahaan melalui berbagai inisiatif, termasuk namun tidak terbatas pada akuisisi pelanggan; penjualan dan pemasaran; pengembangan produk seperti penambahan fitur, pembaruan teknologi, dan inovasi produk/teknologi baru; dan beban operasional,"" tulis GoTo dalam prospektusnya. GOTO menyebutkan alokasi dana hasil IPO 30% digunakan perusahaan, 25% untuk PT Dompet Anak Bangsa (GoPay) dan sekitar 5% untuk PT Multifinance Anak Bangsa yang merupakan bagian dari GoFinance. Selain itu GOTO juga berencana mengalokasikan sekitar 5% untuk VDIGI SG Ltd. (Gojek Singapura) dan 5% untuk Go Viet Ltd. (Gojek Vietnam). Mengutip dari CNBC Indonesia ""Emiten akan melakukan peningkatan penyertaan pada Tokopedia, PT DAB, PT MAB, VDIGI SG Ltd., dan Go Viet Ltd. secara bertahap. Setiap penyertaan modal pada Tokopedia, PT DAB, PT MAB (dahulu PT Rama Multi Finance), VDIGI SG Ltd. dan Go Viet Ltd. merupakan transaksi afiliasi dengan pihak afiliasi sebagaimana diatur dalam POJK No. 42/2020,"" tulis perusahaan.",PT GoTo Gojek Tokopedia Tbk (GOTO)
14/04/2022,up,Finansial,Inflasi Inggris sentuh level 7 persen pada Maret 2022,Intinya… Inflasi yang terjadi di Inggris menyentuh level 7 persen pada maret 2022 merupakan rekor tertinggi dalam tiga dekade terakhir.,"Dalam tiga dekade inflasi Inggris kembali menembus rekor tertinggi ke level 7 persen pada maret 2022 naik dibandingkan dengan bulan Februari 2022 sebesar 6,2 persen. ""Kenaikan harga membuat inflasi meningkat tajam lagi pada Maret,"" kata Kepala Ekonom ONS Grant Fitzner, dikutip dari AFP, Rabu (13/4). Fitzner mengatakan bahwa kenaikan harga bensin menjadi salah satu faktor yang naiknya inflasi. Pada Maret 2022 juga kamar hotel dan juga makanan restoran mengalami kenaikan. Menurutnya pula harga mayoritas barang mengalami kenaikan di seluruh dunia dikarenakan kembalinya ekonomi setelah pandemi COVID-19, ditambah dengan perang Rusia-Ukraina yang menyebabkan distribusi terhambat. Pada Desember 2021 lalu inggris mencatatkan inflasi 5,4 persen yang mana angka tersebut tertinggi dalam 30 tahun terakhir. Sementara di Amerika Serikat (AS) pada Maret 2022 juga menjadi 8,5 persen yang merupakan rekor empat dekade terakhir. Kenaikan harga yang terjadi membuat bank sentral di seluruh dunia mengerek suku bunga acuan. Hal ini akan menghambat proses pemulihan ekonomi global. Lembaga analitik global, Wood Mackenzie memprediksi bahwa tahun ini ekonomi global melambat 2,5 persen akibat perang Rusia-Ukraina. Skenario terburuk ekonomi global menurutnya yaitu gangguan distribusi energi dan komoditas, termasuk mengancam resesi ekonomi di Uni Eropa dan Amerika Serikat akibat kenaikan harga energi.",
15/04/2022,down,Finansial,CEO Nexo Memperkirakan Bitcoin dapat mencapai 100.000 Dollar AS!,"Intinya… CEO Nexo, Antoni Trenchev memperkirakan ini dapat terjadi dalam skala menengah ke panjang dikarenakan Federal Reserve mulai melepaskan program stimulus moneter besar-besaran yang selanjutnya akan memicu dorongan untuk kripto. Jika perkiraan Trenchev benar, itu berarti harga bitcoin akan naik lebih dari dua kali lipat tahun ini!","Bitcoin bisa mencapai $ 100.000 dalam setahun, CEO perusahaan pinjaman crypto Nexo telah memprediksi. Antoni Trenchev mengatakan kepada CNBC bahwa dia berpikir cryptocurrency terbesar di dunia dapat melonjak di atas $ 100.000 “dalam 12 bulan.” Dia mengatakan dia “khawatir” tentang prospek jangka pendek bitcoin, menunjukkan itu mungkin jatuh seiring dengan pasar keuangan tradisional karena Federal Reserve mulai melepaskan program stimulus moneter besar-besaran.Tapi itu mungkin, pada gilirannya, “memberikan dorongan lebih lanjut untuk crypto,” tambahnya, karena “crash” dalam saham kemungkinan akan berarti bank sentral AS akhirnya “kembali ke pelonggaran dalam waktu singkat.” Jika perkiraan Trenchev benar, itu berarti harga bitcoin akan naik lebih dari dua kali lipat tahun ini. Untuk apa nilainya, pada Januari 2020 Trenchev memperkirakan harga bitcoin akan mencapai $50.000 pada akhir tahun itu. “Semua orang menertawakan saya,” katanya. Prediksi Trenchev 2020 tidak menjadi kenyataan. Bitcoin hanya berhasil mencapai level tertinggi lebih dari $29.000 tahun itu. Tetapi cryptocurrency akhirnya melampaui $ 50.000 itu pada Februari 2021. Penganut Crypto mengatakan pasar telah matang, dan ada banyak likuiditas sekarang karena institusi Wall Street utama seperti Jump Trading dan Jane Street berbondong-bondong ke aset digital. Sementara itu, “paus” crypto seperti Do Kwon, salah satu pendiri perusahaan blockchain Terra Labs, membeli bitcoin senilai jutaan dolar dengan keyakinan bahwa itu bisa menjadi mata uang ” cadangan ” di masa depan . Tetapi ada beberapa hambatan untuk pasar. Lingkungan peraturan global tetap terfragmentasi dan pasar crypto masih tetap tidak stabil. Secara khusus, bitcoin tetap sangat berkorelasi dengan pasar saham, khususnya indeks Nasdaq. Sementara saham tetap bergejolak, begitu juga bitcoin. Bitcoin masih sekitar 40% dari rekor tertingginya di $68.990,90. Eksekutif crypto lainnya tidak mengharapkan apresiasi harga sebanyak tahun ini. “Pada saat khusus ini kita hidup di bawah, saya akan mengatakan, ketidakpastian global di pasar, bukan hanya pasar crypto, juga di pasar saham,” Paolo Ardoino, chief technology officer Bitfinex, mengatakan kepada CNBC dalam sebuah wawancara di Rabu. “Jadi kami melihat volume yang pasti lebih rendah di sisi crypto ... volume bitcoin telah turun selama beberapa minggu terakhir. Jadi itu cukup penting sebagai metrik karena memberi tahu banyak ‘paus’, banyak pelaku pasar aktif, peserta yang sangat aktif sebelumnya. sedang menunggu sedikit di sela-sela.” Paus’ dalam konotasi ini adalah investor atau kelompok investor yang memiliki aset atau aset gabungan yang besar dan mampu menggerakkan pasar. Ardoino mengatakan bitcoin bisa turun tajam di bawah $40.000 tetapi dia memperkirakan dengan mata uang digital akan “jauh di atas” $50.000 pada akhir tahun. “Saya adalah orang yang optimis dengan bitcoin ... Saya melihat begitu banyak yang terjadi di industri ini dan begitu banyak negara yang tertarik dengan adopsi bitcoin sehingga saya sangat positif,” katanya.",bitcoin
