,label,en_text,id_text
955,positive,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,Incap dan Lankapaja bertujuan untuk menandatangani kesepakatan nyata untuk mentransfer produksi lembaran logam kepada pembeli pada bulan Februari untuk menyelesaikan transfer pada 1 Maret 2011 .
956,positive,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,Mr Kivimeister mengatakan John Deer mantan Timberjack berdiri untuk menang dalam situasi ini: menguasai sekitar 60% dari pasar mesin hutan Estonia.
957,positive,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,Nokia dan Elisa akan bekerja sama untuk menghadirkan pengalaman mobile gaming yang superior bagi pelanggan Elisa.
958,positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .,Nordea melihat kembalinya pertumbuhan positif bagi negara - negara Baltik pada tahun 2011 .
959,positive,Operating profit improved by 16.7 % to EUR 7.7 mn .,"Laba operasional meningkat 16,7% menjadi EUR 7,7 juta."
960,positive,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,"Laba operasional meningkat sebesar 39,9% menjadi EUR 18,0 juta dari EUR12,8 juta."
961,positive,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,"Laba operasional meningkat sebesar 44,0 % menjadi ER 4,7 juta dari EUR 3,3 juta pada tahun 2004 ."
962,positive,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,"Laba operasional meningkat menjadi EUR 20,3 juta dari EUR 11,4 juta ."
963,positive,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,Chief executive Outokumpu Juha Rantanen mengungkapkan kepercayaannya pada pasar China.
964,positive,"Previously , the company anticipated its operating profit to improve over the same period .","Sebelumnya, perusahaan mengantisipasi kenaikan laba usaha pada periode yang sama."
965,positive,Productional situation has now improved .,Situasi produksi sekarang telah membaik.
966,positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,"Rautaruukki mengatakan kelompok konstruksi YIT telah memberikan kontrak 2,5 juta euro untuk memasok struktur baja untuk jembatan baru yang membentang di sungai Kemijoki di Finlandia Utara."
967,positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .","Penjualan mencapai 241 juta euro, dibandingkan dengan 211,4 juta euro, dan juga mengalahkan perkiraan konsensus 235 juta euro."
968,positive,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",Penjualan termasuk PPN meningkat 19 persen menjadi 351 juta euro.
969,positive,Strong growth has continued also in China .,Pertumbuhan yang kuat juga terus berlanjut di Cina.
970,positive,Synergy benefits will start to materialise in the second quarter .,Manfaat sinergi akan mulai terlihat pada kuartal kedua.
971,positive,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,Teleste dan Sentry 360 telah membentuk kemitraan integrasi antara lini produk kamera imersif 360 derajat canggih Sentry dan sistem manajemen video perusahaan Teleste.
972,positive,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .","Berkat efek ganda dari kinerja gerobak, transportasi akan jauh lebih efisien,'' kata manajer pengembangan Juha Malkia dari VR Cargo."
973,positive,The ` buy ' recommendation was reiterated .,Rekomendasi 'beli' ditegaskan kembali.
974,positive,The aim is to achieve EUR 2.5 mn yearly savings .,"Tujuannya adalah untuk mencapai penghematan tahunan sebesar EUR 2,5 juta."
975,positive,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,Peminjam dengan senang hati melakukan roadshow dan ini terbayar karena rasio hit darinya tinggi.
976,positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .","Perusahaan , yang membuat peralatan berkebun , gunting dan barang konsumen lainnya , mengatakan pendapatan didorong oleh pendapatan sebesar 6,9 juta euro yang diterimanya dari 16,7% kepemilikan sahamnya di grup teknik Finlandia Wartsila ."
977,positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,"Perusahaan mengantisipasi omzetnya untuk keseluruhan tahun 2010 untuk melampaui tahun sebelumnya yang mencapai EUR 67,1 juta."
979,positive,The EPS improved to EUR0 .38 from EUR0 .27 .,"EPS meningkat menjadi EUR0,38 dari EUR0,27."
980,positive,The expansion aims to attract new customers both in Finland and abroad .,Ekspansi ini bertujuan untuk menarik pelanggan baru baik di Finlandia maupun di luar negeri.
981,positive,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,Sekretaris Federal untuk Transportasi dan Komunikasi Meksiko telah memberikan Poyry dan mitra Meksikonya Sintra kontrak konsultasi sehubungan dengan kereta api pinggiran kota Buenavista-Cuautitlan.
982,positive,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .","Dampak keuangan diperkirakan menjadi peningkatan tahunan sebesar EUR2 .0 m dalam hasil divisi , pada tahun fiskal 2008 ."
983,positive,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .","Dampak keuangan diperkirakan sekitar 1,5 MEUR peningkatan tahunan dalam hasil divisi , mulai dari tahun fiskal 2007 ."
984,positive,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,Grup Finlandia mengantisipasi keuntungan penjualan sebesar EUR42m setelah pajak dan biaya.
985,positive,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .","Peluncuran pabrik pada bulan Juni berjalan dengan baik, dan telah memproduksi bahan bakar canggih selama beberapa minggu."
986,positive,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,Para pihak telah sepakat untuk merundingkan distribusi definitif dan perjanjian lisensi pada akhir Juni 2010 .
987,positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,Rasionalisasi operasi berusaha untuk mencapai lebih dari EUR 1 juta dalam penghematan tahunan sejak kuartal kedua tahun keuangan saat ini.
988,positive,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .","Penjualan, yang akan menghasilkan keuntungan sekitar 60 juta EUR pada kuartal kedua 2010 untuk Oriola-KD, mendukung strategi perusahaan Finlandia untuk fokus pada operasi grosir dan eceran farmasi."
989,positive,The stock of new machines is reasonably small and new orders bring work .,Stok mesin baru cukup kecil dan pesanan baru membawa pekerjaan.
990,positive,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,Pesanan ketiga yang diberikan kepada Teknologi Outokumpu adalah oleh Shalkiya Zinc dari Kazakhstan untuk proyek timah-seng Shalkiya di Kazakhstan.
991,positive,These companies will be able to keep their market positions .,Perusahaan-perusahaan ini akan dapat mempertahankan posisi pasar mereka.
992,positive,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,Akuisisi ini mendukung strategi kami untuk menjadi dekat dengan pelanggan kami di seluruh dunia yang menawarkan peralatan dan layanan terkait.
994,positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .","Turun kaupunkin , Perusahaan yang berbasis di Finlandia telah memberikan kontrak kepada Lemminkainen Talotekniikka Oy untuk pekerjaan instalasi listrik ."
995,positive,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,Pembuat kertas majalah terbesar di dunia itu mengatakan program untuk meningkatkan efisiensi akan mencakup penutupan beberapa pabrik yang paling tidak kompetitif dan akan mencakup semua operasi perusahaan yang menghasilkan penghematan tahunan sekitar 200 juta euro US$ 240 juta.
996,positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,Perubahan moderat namun signifikan ini menghasilkan pengurangan 24-32% yang signifikan dalam perkiraan risiko CVD.
997,positive,Uponor improved its performance in spite of the decrease in residential construction in the US .,Uponor meningkatkan kinerjanya meskipun terjadi penurunan konstruksi perumahan di AS.
999,positive,"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .","Operator jaringan kabel Israel HOT Telecom telah memilih Teleste, sebuah grup teknologi internasional, sebagai penyedia eksklusif peralatan FTTx di Israel, menurut Teleste hari ini."
1013,positive,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .","Tentang Marubeni Marubeni Corporation TSE : 8002 ; ADR: MARUY didirikan pada tahun 1858, dan merupakan perusahaan inti dari Marubeni Group, salah satu rumah perdagangan umum terkemuka di Jepang."
1028,positive,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .","Dengan menerapkan perangkat lunak, Angkatan Darat Finlandia bertujuan untuk menyatukan dan meningkatkan operasinya di bidang aplikasi ini, kata Perangkat Lunak QPR."
1037,positive,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .","Fiskars, Merek Gunting TM 1 Dunia, baru-baru ini memenangkan Penghargaan Pilihan Guru 2011 dari Learning-‹ Magazine untuk Kelas."
1040,positive,He believes that the soy-oats have a good chance of entering the UK market .,Dia percaya bahwa oat kedelai memiliki peluang bagus untuk memasuki pasar Inggris.
1050,positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .","Kai Tulonen, Chief Technology Officer, SysOpen Digia berkata: `` Kami telah menggunakan Buku Telepon Perusahaan di dalam SysOpen Digia secara ekstensif sejak musim gugur yang lalu, dan kami sangat puas dengan hasilnya."
1051,positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .","Tahun lalu, Lemminkainen menyelesaikan kontrak Kouvola K-supermarket."
1057,positive,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .","Metrik di QPR ScoreCard sekarang mendukung nilai berbasis tanggal, teks, dan pencapaian, yang meningkatkan dukungannya untuk mengelola proyek seputar kinerja atau konten terkait proses."
1067,positive,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,Operator lain dan pembuat handset menganggapnya sebagai peristiwa positif yang akan meningkatkan minat untuk ponsel kelas atas dan paket data yang lebih mahal.
1070,positive,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .","Pearl Plaza LLC, perusahaan patungan SRV dan Shanghai Industrial Investment Holdings Co Ltd, telah menyimpulkan keputusan investasi untuk pembangunan tahap pertama pusat perbelanjaan di Saint Petersburg, Rusia."
1075,positive,"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .","Technopolis dan pemerintah St. Petersburg menandatangani nota kerjasama pada Oktober 2005 untuk mendirikan taman teknologi di zona produksi Neudorf di desa Strelny, di pinggiran kota St. Petersburg."
1077,positive,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .","Perangkat lunak Pemodelan Informasi Bangunan BIM Tekla Structures sedang dikembangkan sesuai dengan rencana jangka panjang untuk meningkatkan pengalaman pengguna, proses, dan fungsionalitas."
1078,positive,TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,TeliaSonera adalah perusahaan telekomunikasi terkemuka di kawasan Nordik dan Baltik.
1105,positive,"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .","Laporan ini memberikan wawasan yang komprehensif tentang perusahaan, termasuk struktur dan operasi bisnis, biografi eksekutif dan pesaing utama."
1109,positive,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .","Layanan ini juga memberikan kesempatan kepada pemasok untuk memasukkan faktur, menerima pesanan secara elektronik, mengirim konfirmasi pesanan, dan mengunggah serta membuat katalog elektronik."
1114,positive,This is the second successful effort for the financial investor this year .,Ini adalah upaya sukses kedua bagi investor keuangan tahun ini.
1120,positive,: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,: Lietuvos Respublikos sveikatos apsaugos Ministerija telah memberikan kontrak kepada UAB `` AFFECTO LIETUVA '' untuk paket perangkat lunak sistem keuangan.
1123,positive,"` For Nordea , moving into the new headquarters signifies the beginning of a new era .","`Bagi Nordea, pindah ke markas baru menandakan awal dari era baru."
1127,positive,"`` I 'm happy with the outcome , '' Sneed said after the hearing .","`` Saya senang dengan hasilnya , '' kata Sneed setelah sidang ."
1128,positive,"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .","`` Pemasangan garis pernis otomatis merupakan bagian penting dari strategi perusahaan di wilayah Eropa tengah dan timur , '' kata Jozef Misurec , direktur Ruukki Slovakia ."
1129,positive,`` It allows the young child to move forward with his life . '',`` Hal ini memungkinkan anak kecil untuk bergerak maju dengan hidupnya . ''
1130,positive,"`` Our decision and resolve on MeeGo is only stronger , '' she continued .","''Keputusan dan tekad kami di MeeGo semakin kuat,'' lanjutnya."
1135,positive,1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) .,1 November 2010 - Perusahaan tekstil dan pakaian Finlandia Marimekko Oyj ( HEL : MMO1V ) mengumumkan pada hari Jumat pembukaan toko konsep pertamanya di Seoul bekerja sama dengan pemain sektor Jepang Look Inc ( TYO : 8029 ) .
1137,positive,A new production line is being completed for the contract production of hormone treatments .,Jalur produksi baru sedang diselesaikan untuk produksi kontrak perawatan hormon.
1140,positive,About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,Tentang Elcoteq Elcoteq SE adalah perusahaan jasa manufaktur elektronik (EMS) terkemuka di bidang teknologi komunikasi.
1141,positive,About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .,Tentang Nokia Nokia adalah pelopor dalam telekomunikasi seluler dan pembuat perangkat seluler terkemuka di dunia.
1145,positive,"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor .","GeoSentric Finlandia , pengembang dan penyedia solusi , produk , dan teknologi untuk layanan berbasis lokasi , telah menyetujui pendanaan jangka pendek EUR 6mn dengan investor utamanya ."
1146,positive,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,Finlandia Raisio (Diagnostik) meluncurkan tes cepat berbasis DNA baru untuk memastikan keamanan makanan.
1148,negative,"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .","Suominen Corporation Finlandia yang membuat tisu basah, bukan tenunan, dan kemasan fleksibel memulai negosiasi majikan-karyawan di pabrik Tampere di Finlandia untuk memberhentikan sekitar 25 karyawan."
1150,negative,"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .","Menurut Arokarhu, beberapa pembelian yang telah dipindai ke komputer kasir menghilang ketika tombol jumlah total ditekan."
1157,negative,"According to the company , staff will be laid off temporarily when necessary .","Menurut perusahaan, staf akan diberhentikan sementara jika diperlukan."
1171,positive,Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,"Laba operasional Altia melonjak menjadi EUR 47 juta dari EUR 6,6 juta."
1172,positive,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .,Altimo dan TeliaSonera kemarin mengatakan bahwa Usmanov akan diterima untuk bergabung dengan perusahaan baru tersebut.
1179,negative,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,"Sebagai hasil dari negosiasi, pekerjaan 130 karyawan kerah biru dan putih di pabrik Oulu akan dihentikan."
1184,positive,Atria Group is a leading Scandinavian meat products group .,Atria Group adalah grup produk daging Skandinavia terkemuka.
1185,positive,"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .","Atria akan meluncurkan kampanye pada bulan September untuk mempromosikan merek CampoMos di pasar Moskow, katanya."
1187,positive,"BG AD , Bulgaria 's leading Internet company .","BG AD, perusahaan Internet terkemuka di Bulgaria."
1194,positive,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,Pemegang saham tertentu telah setuju untuk memberikan suara yang mendukung penerbitan obligasi tanpa dapat ditarik kembali.
1205,positive,"Demand seems to have hit bottom now , and some signs of improvement can be seen .","Permintaan tampaknya telah mencapai titik terendah sekarang, dan beberapa tanda perbaikan dapat dilihat."
1214,positive,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''","Karyawan juga lebih siap untuk menjawab panggilan, karena mereka sudah memiliki informasi rinci tentang penelepon sebelum mereka menjawab telepon. ''"
1220,positive,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,Pengembang solusi otomatisasi Finlandia Cencorp Corporation (OMX Helsinki: CNC1V) mengatakan pada hari Jumat (27 Juni) bahwa mereka telah menyelesaikan negosiasi karyawan mengenai reorganisasi operasinya.
1222,positive,"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum .",Perusahaan teknik dan teknologi Finlandia Metso Oyj mengatakan pada 27 Mei 2008 telah menyelesaikan akuisisi teknologi mesin kertas dari perusahaan teknik Jepang Mitsubishi Heavy Industries (MHI) dengan jumlah yang tidak diungkapkan.
1228,positive,"Furthermore , our fully electrically driven cranes are environmentally friendly .","Selain itu, derek kami yang digerakkan secara listrik sepenuhnya ramah lingkungan."
1234,positive,Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,Pejabat kota Grapevine pada bulan September menyetujui potongan pajak dan hibah senilai $35 juta untuk perluasan tersebut.
1238,positive,He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .,Dia juga menyebutkan bahwa peningkatan layanan ini mengikuti perluasan layanan Finnlines baru-baru ini dari Bilbao melalui Antwerpen dan Helsinki dan dari Hull melalui Helsinki ke St. Petersburg.
1245,positive,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",Iggesunds Bruk di Swedia adalah salah satu pabrik pulp dan kertas karton terintegrasi yang paling maju di dunia.
1253,positive,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .","Di bidang Homeware, Fiskars menyediakan produk branded terkemuka untuk desain rumah, dapur, dan interior."
1261,positive,It is a solid credit that has been compared to a DZ Bank or a Rabobank .,Ini adalah kredit yang solid yang telah dibandingkan dengan Bank DZ atau Rabobank.
1270,positive,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .","Jawad Williams mencetak 23 poin dalam debut impresifnya untuk Yerusalem, dengan Jason Rich menambahkan 18 poin dan Yuval Naimi menyumbang 16 poin untuk Hapoel, yang mengunjungi tim kuning-biru minggu depan."
1282,positive,( I&H ) in a move to enhance growth .,( I&H ) dalam upaya untuk meningkatkan pertumbuhan .
1287,positive,"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .","Lebih dari 200 sukarelawan dari Fiskars, perusahaan alat berkebun, Home Depot (NYSE: HD), kota Baltimore dan lingkungan sekitarnya saat ini sedang bekerja untuk membuat suaka taman—dalam satu hari."
1289,positive,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,Yahoo Inc yang terdaftar di NASDAQ telah memperkenalkan layanan baru yang memungkinkan orang Malaysia membawa konten dan layanan Internet favorit mereka di ponsel mereka.
1294,positive,"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .","Nordea Bank ( STO : NDA ) dan Sampo Bank telah membantu perusahaan investasi real estate Finlandia Sponda ( HEL : SDA1V ) menempatkan obligasi domestik EUR 100 juta ( USD125 ,4 juta ) , kata perusahaan tersebut Jumat ."
1300,positive,"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .","Layanan Penanganan Material O'Leary, yang berlokasi di Perth, adalah perusahaan terkemuka di Australia Barat yang memasok, memasang, dan menyediakan layanan untuk pengangkatan ekor."
1301,positive,One attractive factor about the tablets for media companies is that they provide a new way of making money .,Salah satu faktor yang menarik tentang tablet untuk perusahaan media adalah bahwa mereka menyediakan cara baru untuk menghasilkan uang.
1302,positive,One of Uponor 's promising future products is a hydronic cooling system .,Salah satu produk masa depan yang menjanjikan dari Uponor adalah sistem pendingin hidronik.
1307,positive,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .","Merek perusahaan kami yang kuat - ESL Shipping , Leipurin , Telko dan Kaukomarkkinat - bertujuan untuk menjadi pemimpin pasar di sektor mereka ."
1309,positive,"Overall , 50 percent of respondents were confident about their security when banking online .","Secara keseluruhan, 50 persen responden yakin akan keamanan mereka saat melakukan perbankan online."
1315,positive,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,Poyry diakui sebagai salah satu penasihat terkemuka dunia untuk industri kehutanan global.
1316,positive,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,Precedex disetujui untuk sedasi IV pada pasien yang awalnya diintubasi dan berventilasi mekanis dalam perawatan intensif.
1322,positive,Ramirent is a leading company in machinery and equipment rentals for construction and industry .,Ramirent adalah perusahaan terkemuka dalam persewaan mesin dan peralatan untuk konstruksi dan industri.
1323,positive,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,Ramirent adalah perusahaan persewaan mesin konstruksi terkemuka di Finlandia dengan penjualan tahunan sebesar EUR 134 juta pada tahun 2009 dan beroperasi secara nasional melalui 83 outlet dan 612 karyawan.
1329,positive,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .","Grup pengiriman peti kemas terkemuka Rusia, Fesco, dan perusahaan logistik Finlandia Nurminen Logistics telah memulai proyek percontohan yang menawarkan kepada klien layanan transportasi antar moda langsung dari Finlandia ke negara-negara Asia Pasifik, kata Fesco dalam sebuah pernyataan."
1333,positive,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,Pemegang saham Rakvere Lihakombinaat memutuskan mendukung pembelian saham minoritas pada pertengahan Juli.
1346,positive,Technopolis is Europe 's leading operator of technoparks .,Technopolis adalah operator technopark terkemuka di Eropa.
1366,positive,The company 's strength is its Apetit brand .,Kekuatan perusahaan adalah merek Apetit.
1369,positive,"The competition was received with great enthusiasm by the employees , he goes on .","Kompetisi ini disambut dengan antusias oleh para karyawan, lanjutnya."
1375,positive,The effect of the savings will be noticeable as of the beginning of 2010 .,Efek penghematan akan terlihat mulai awal 2010 .
1409,positive,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,Harga kayu bulat jelas meningkat dari tahun 2009 dan juga harga kayu pulp naik.
1426,positive,The shopping center will have a prime location right next to the Myllypuro metro station .,Pusat perbelanjaan akan memiliki lokasi utama tepat di sebelah stasiun metro Myllypuro.
1427,positive,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,Solusi tersebut akan digunakan untuk meningkatkan jaringan MSO Rusia di 37 kota berbeda di Rusia.
1434,positive,The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,Modul pelatihan bertujuan untuk memperkuat kemampuan akuntan publik dan memenuhi manajemen proyek komunal.
1442,positive,Through this transaction we are able to participate in developing the industry .,Melalui transaksi ini kami dapat berpartisipasi dalam mengembangkan industri.
1447,positive,"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .","Upgrade termasuk kamera lima megapiksel, kontrol suara, dan apa yang tampak seperti mouse optik bukan D-pad -- upgrade click-happy S60 telah dibutuhkan selamanya."
1448,positive,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,UPM-Kymmene adalah salah satu produsen kertas cetak terkemuka di dunia dengan produksi di 15 negara dan jaringan penjualan yang mencakup lebih dari 170 perusahaan.
1454,positive,"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .","Kami dengan hangat menyambutnya di Satama'', kata Jussi Lansio, ketua Dewan."
1465,positive,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .","`Ruukki memiliki pengalaman konstruksi logistik, kompetensi dalam manajemen proyek dan juga memiliki referensi terbaik dalam hal produksi dan pemasangan rangka baja,' kata Onodi Stefan, Manajer Umum Perusahaan Konstruksi Arxikon SRL, yang merupakan pelanggan Ruukki."
1469,positive,`` I warmly welcome Michael Frei to Outotec .,`` Saya dengan hangat menyambut Michael Frei ke Outotec .
1477,positive,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .","`` Akuisisi Sampo Bank masuk akal secara strategis bagi DB , '' kata Lindsey Liddell , direktur Grup Lembaga Keuangan Fitch Ratings ."
1479,positive,`` The CHF is a great product .,`` CHF adalah produk hebat.
1482,positive,"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .","`` Prosesor Intel Atom telah sukses luar biasa di pasar sejak diluncurkan lebih dari 2 tahun yang lalu , '' kata Pankaj Kedia , direktur program ekosistem global untuk Ultra Mobility Group Intel Corp ."
1484,positive,"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .","`` Kami memiliki pengalaman yang signifikan dalam fungsionalitas ponsel cerdas, dalam pengembangan layanan Internet seluler, dan dalam menyatukan keduanya menjadi pengalaman pengguna yang lancar."
1491,positive,A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,Varietas ringan Kveyt baru dari Suomalainen Pekoni yang dipasarkan dengan merek Atria sekarang tersedia untuk konsumen di Finlandia.
1493,positive,A realignment of interests in the sector is clearly under way .,Penataan kembali kepentingan di sektor ini jelas sedang berlangsung.
1496,positive,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .","Perusahaan konstruksi Finlandia, YIT Corporation, berencana untuk membangun sekitar 200 rumah liburan berkualitas tinggi di dekat resor ski dan spa Tahko, di Finlandia."
1502,positive,"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .","Pada konferensi pers, ketua dewan Lattelecom Nils Melngailis menjelaskan bahwa Blackstone telah dipilih karena pengalamannya di sektor TI serta kekuatan finansialnya."
